日期,阶段,部门,具体任务,工时,项目编码,项目名称,labor_efficiency,收益（元）,采购成本（元）,盈利（元）,谈判状态
08/26-09/01,,IT部,图纸答疑，出具成本清单配合预算报价,2.0,GS240028-BJ07,海淀文化艺术大厦设计项目,100.0,1136035.0,908942.0,227093.0,进行中
08/26-09/01,,设计3部,"扩初设计交底,效果方案更新,汇报文件",4.0,GS240028-BJ07,海淀文化艺术大厦设计项目,100.0,1136035.0,908942.0,227093.0,进行中
08/26-09/01,,业务部Lina,概算提交，方案微调整，合同返回,2.0,GS240028-BJ07,海淀文化艺术大厦设计项目,50.0,1136035.0,908942.0,227093.0,进行中
08/26-09/01,,预算部,设计项目（1h）,1.0,GS240028-BJ07,海淀文化艺术大厦设计项目,900.0,1136035.0,908942.0,227093.0,进行中
08/26-09/01,,预算部,算量及整理清单组价报价（8.5+7.5+8）小时,24.0,GS240028-BJ07,海淀文化艺术大厦设计项目,37.5,1136035.0,908942.0,227093.0,进行中
09/02-09/08,,业务部Lina,概算提交，方案微调整，合同返回,1.0,GS240028-BJ07,海淀文化艺术大厦设计项目,100.0,1136035.0,908942.0,227093.0,进行中
09/02-09/08,1. 投标阶段,预算部,施工投标阶段（12h）,12.0,GS240028-BJ07,海淀文化艺术大厦设计项目,75.0,1136035.0,908942.0,227093.0,进行中
09/02-09/08,1. 投标阶段,预算部,报价调整（6小时）,6.0,GS240028-BJ07,海淀文化艺术大厦设计项目,150.0,1136035.0,908942.0,227093.0,进行中
09/09-09/15,2. 设计阶段,设计3部,"效果方案,客户沟通",21.0,GS240028-BJ07,海淀文化艺术大厦设计项目,19.047619047619047,1136035.0,908942.0,227093.0,进行中
09/09-09/15,2. 设计阶段,业务部Lina,方案调整中，交叉银行的面积,3.0,GS240028-BJ07,海淀文化艺术大厦设计项目,33.33333333333333,1136035.0,908942.0,227093.0,进行中
09/16-09/22,2. 设计阶段,设计3部,"效果方案,客户沟通",3.0,GS240028-BJ07,海淀文化艺术大厦设计项目,133.33333333333331,1136035.0,908942.0,227093.0,进行中
09/16-09/22,2. 设计阶段,业务部Lina,方案调整中，交叉银行的面积,3.0,GS240028-BJ07,海淀文化艺术大厦设计项目,33.33333333333333,1136035.0,908942.0,227093.0,进行中
09/23-09/29,2. 设计阶段,业务部Lina,方案调整中，交叉银行的面积,1.0,GS240028-BJ07,海淀文化艺术大厦设计项目,100.0,1136035.0,908942.0,227093.0,进行中
07/29-08/04,,业务部Lina,项目丢失，谈设计费补偿,0.2,GS240036-BJ12,正午阳光影视公司,100.0,,,,
08/05-08/11,,业务部Lina,项目丢失，谈设计费补偿,0.2,GS240036-BJ12,正午阳光影视公司,100.0,,,,
08/12-08/18,,业务部Lina,项目丢失，用项目做补偿,4.0,GS240036-BJ12,正午阳光影视公司,5.0,,,,
08/19-08/25,,业务部Lina,项目丢失，用项目做补偿,1.0,GS240036-BJ12,正午阳光影视公司,20.0,,,,
09/02-09/08,,业务部Lina,项目丢失，用项目做补偿,0.0,GS240036-BJ12,正午阳光影视公司,inf,,,,
07/29-08/04,,业务部Lina,施工图中,1.0,GS240039-SH02,上海SH立达学院上海立达学院图书馆改造项目,100.0,,,,
08/05-08/11,,业务部Lina,施工图中,1.0,GS240039-SH02,上海SH立达学院上海立达学院图书馆改造项目,100.0,,,,
08/12-08/18,,设计1部,施工配合,2.0,GS240039-SH02,上海SH立达学院上海立达学院图书馆改造项目,250.0,,,,
08/12-08/18,,业务部Lina,施工图中,1.0,GS240039-SH02,上海SH立达学院上海立达学院图书馆改造项目,100.0,,,,
08/19-08/25,,设计1部,施工配合,5.0,GS240039-SH02,上海SH立达学院上海立达学院图书馆改造项目,100.0,,,,
08/19-08/25,,业务部Lina,施工图中，设计费申请,1.0,GS240039-SH02,上海SH立达学院上海立达学院图书馆改造项目,100.0,,,,
08/19-08/25,,预算部,设计项目（1h),1.0,GS240039-SH02,上海SH立达学院上海立达学院图书馆改造项目,300.0,,,,
08/26-09/01,,设计1部,施工配合,3.0,GS240039-SH02,上海SH立达学院上海立达学院图书馆改造项目,166.66666666666669,,,,
08/26-09/01,,业务部Lina,施工图中，设计费申请,0.5,GS240039-SH02,上海SH立达学院上海立达学院图书馆改造项目,200.0,,,,
09/02-09/08,3. 施工阶段,设计1部,施工配合,5.0,GS240039-SH02,上海SH立达学院上海立达学院图书馆改造项目,100.0,,,,
09/02-09/08,,业务部Lina,施工图中，设计费申请,0.5,GS240039-SH02,上海SH立达学院上海立达学院图书馆改造项目,200.0,,,,
09/09-09/15,2. 设计阶段,业务部Lina,施工图中，设计费申请,1.0,GS240039-SH02,上海SH立达学院上海立达学院图书馆改造项目,100.0,,,,
09/16-09/22,3. 施工阶段,设计1部,施工配合,7.0,GS240039-SH02,上海SH立达学院上海立达学院图书馆改造项目,71.42857142857143,,,,
09/16-09/22,2. 设计阶段,业务部Lina,施工图中，设计费申请,3.0,GS240039-SH02,上海SH立达学院上海立达学院图书馆改造项目,33.33333333333333,,,,
09/16-09/22,1. 投标阶段,预算部,设计项目1、资格预审文件制作,5.0,GS240039-SH02,上海SH立达学院上海立达学院图书馆改造项目,60.0,,,,
09/23-09/29,3. 施工阶段,设计1部,施工配合,13.0,GS240039-SH02,上海SH立达学院上海立达学院图书馆改造项目,38.46153846153847,,,,
09/23-09/29,2. 设计阶段,业务部Lina,施工图中，设计费申请,1.0,GS240039-SH02,上海SH立达学院上海立达学院图书馆改造项目,100.0,,,,
07/29-08/04,,业务部Lina,立项跟踪,0.0,GS240041-BJ13,北京BJ泓晟国际泓晟国际22层设计项目,inf,,,,
08/05-08/11,,业务部Lina,立项跟踪,0.0,GS240041-BJ13,北京BJ泓晟国际泓晟国际22层设计项目,inf,,,,
08/12-08/18,,业务部Lina,立项跟踪,0.1,GS240041-BJ13,北京BJ泓晟国际泓晟国际22层设计项目,100.0,,,,
09/02-09/08,,业务部Lina,立项跟踪,0.0,GS240041-BJ13,北京BJ泓晟国际泓晟国际22层设计项目,inf,,,,
09/09-09/15,1. 投标阶段,业务部Lina,立项跟踪,0.1,GS240041-BJ13,北京BJ泓晟国际泓晟国际22层设计项目,100.0,,,,
09/16-09/22,1. 投标阶段,业务部Lina,立项跟踪,0.1,GS240041-BJ13,北京BJ泓晟国际泓晟国际22层设计项目,100.0,,,,
09/23-09/29,1. 投标阶段,业务部Lina,立项跟踪,0.1,GS240041-BJ13,北京BJ泓晟国际泓晟国际22层设计项目,100.0,,,,
07/29-08/04,,业务部Lina,待集团审批设计区域,0.0,GS240049-GD03,华南农业大学珠江学院从化校区设计项目,inf,,,,
08/05-08/11,,业务部Lina,待集团审批设计区域,0.0,GS240049-GD03,华南农业大学珠江学院从化校区设计项目,inf,,,,
08/12-08/18,,业务部Lina,待集团审批设计区域,0.1,GS240049-GD03,华南农业大学珠江学院从化校区设计项目,100.0,,,,
08/19-08/25,,业务部Lina,待集团审批设计区域,0.1,GS240049-GD03,华南农业大学珠江学院从化校区设计项目,100.0,,,,
08/26-09/01,,业务部Lina,待集团审批设计区域,0.1,GS240049-GD03,华南农业大学珠江学院从化校区设计项目,100.0,,,,
09/02-09/08,,业务部Lina,待集团审批设计区域,0.1,GS240049-GD03,华南农业大学珠江学院从化校区设计项目,100.0,,,,
09/09-09/15,2. 设计阶段,业务部Lina,待集团审批设计区域,0.1,GS240049-GD03,华南农业大学珠江学院从化校区设计项目,100.0,,,,
09/16-09/22,2. 设计阶段,业务部Lina,待集团审批设计区域,0.1,GS240049-GD03,华南农业大学珠江学院从化校区设计项目,100.0,,,,
09/23-09/29,2. 设计阶段,业务部Lina,待集团审批设计区域,0.1,GS240049-GD03,华南农业大学珠江学院从化校区设计项目,100.0,,,,
07/29-08/04,,业务部Lina,计划本周汇报，取消，等待通知,0.5,GS240059-BJ25,北京BJ东来顺新源里东来顺办公楼会客餐厅改造项目,800.0,,,0.0,进行中
08/05-08/11,,业务部Lina,计划本周汇报，取消，等待通知,2.0,GS240059-BJ25,北京BJ东来顺新源里东来顺办公楼会客餐厅改造项目,200.0,,,0.0,进行中
08/12-08/18,,设计1部,,7.0,GS240059-BJ25,北京BJ东来顺新源里东来顺办公楼会客餐厅改造项目,171.42857142857142,,,0.0,进行中
08/12-08/18,,业务部Lina,合同流程中,8.0,GS240059-BJ25,北京BJ东来顺新源里东来顺办公楼会客餐厅改造项目,50.0,,,0.0,进行中
08/12-08/18,,预算部,设计投标阶段（10h）,10.0,GS240059-BJ25,北京BJ东来顺新源里东来顺办公楼会客餐厅改造项目,60.0,,,0.0,进行中
08/19-08/25,,设计1部,平面方案,2.0,GS240059-BJ25,北京BJ东来顺新源里东来顺办公楼会客餐厅改造项目,600.0,,,0.0,进行中
08/19-08/25,,业务部Lina,合同流程中，平面确定后启动效果图,5.0,GS240059-BJ25,北京BJ东来顺新源里东来顺办公楼会客餐厅改造项目,80.0,,,0.0,进行中
08/19-08/25,,预算部,设计项目（2h),2.0,GS240059-BJ25,北京BJ东来顺新源里东来顺办公楼会客餐厅改造项目,300.0,,,0.0,进行中
08/26-09/01,,设计1部,"平面方案,效果方案",12.0,GS240059-BJ25,北京BJ东来顺新源里东来顺办公楼会客餐厅改造项目,100.0,,,0.0,进行中
08/26-09/01,,业务部Lina,合同返回，平面确定中,6.0,GS240059-BJ25,北京BJ东来顺新源里东来顺办公楼会客餐厅改造项目,66.66666666666666,,,0.0,进行中
08/26-09/01,,预算部,概算阶段（12h）,12.0,GS240059-BJ25,北京BJ东来顺新源里东来顺办公楼会客餐厅改造项目,50.0,,,0.0,进行中
09/02-09/08,,业务部Lina,合同返回，平面确定中,4.0,GS240059-BJ25,北京BJ东来顺新源里东来顺办公楼会客餐厅改造项目,100.0,,,0.0,进行中
09/09-09/15,2. 设计阶段,设计1部,"平面方案,需求对接",26.0,GS240059-BJ25,北京BJ东来顺新源里东来顺办公楼会客餐厅改造项目,46.15384615384615,,,0.0,进行中
09/09-09/15,2. 设计阶段,业务部Lina,合同返回，平面确定中,6.0,GS240059-BJ25,北京BJ东来顺新源里东来顺办公楼会客餐厅改造项目,66.66666666666666,,,0.0,进行中
09/09-09/15,2. 设计阶段,预算部,设计阶段1、进度款请款汇总及跟进,1.0,GS240059-BJ25,北京BJ东来顺新源里东来顺办公楼会客餐厅改造项目,600.0,,,0.0,进行中
09/16-09/22,2. 设计阶段,设计1部,平面方案,12.0,GS240059-BJ25,北京BJ东来顺新源里东来顺办公楼会客餐厅改造项目,100.0,,,0.0,进行中
09/16-09/22,2. 设计阶段,业务部Lina,合同返回，平面确定中,3.0,GS240059-BJ25,北京BJ东来顺新源里东来顺办公楼会客餐厅改造项目,133.33333333333331,,,0.0,进行中
09/23-09/29,2. 设计阶段,设计1部,效果方案,37.0,GS240059-BJ25,北京BJ东来顺新源里东来顺办公楼会客餐厅改造项目,32.432432432432435,,,0.0,进行中
09/23-09/29,2. 设计阶段,业务部Lina,效果图中，10月9号，局部区域效果汇报,1.0,GS240059-BJ25,北京BJ东来顺新源里东来顺办公楼会客餐厅改造项目,400.0,,,0.0,进行中
07/29-08/04,,业务部Lina,约客户下周碰面谈合约及平面,0.5,GS240060-BJ26,康美电业泰禾文化大厦办公室改造项目,100.0,,,0.0,进行中
08/05-08/11,,设计2部,"甲方汇报会,方案沟通,平面方案调整",21.0,GS240060-BJ26,康美电业泰禾文化大厦办公室改造项目,76.19047619047619,,,0.0,进行中
08/05-08/11,,业务部Lina,约客户下周碰面谈合约及平面,8.0,GS240060-BJ26,康美电业泰禾文化大厦办公室改造项目,6.25,,,0.0,进行中
08/12-08/18,,设计2部,"平面方案,效果方案,施工概算,彩平",11.0,GS240060-BJ26,康美电业泰禾文化大厦办公室改造项目,145.45454545454547,,,0.0,进行中
08/12-08/18,,业务部Lina,平面更新，做估算，客户预算50-60万,4.0,GS240060-BJ26,康美电业泰禾文化大厦办公室改造项目,12.5,,,0.0,进行中
08/12-08/18,,预算部,商务报价阶段(16h),16.0,GS240060-BJ26,康美电业泰禾文化大厦办公室改造项目,100.0,,,0.0,进行中
08/19-08/25,,业务部Lina,平面更新，做估算，客户预算50-60万,6.0,GS240060-BJ26,康美电业泰禾文化大厦办公室改造项目,8.333333333333332,,,0.0,进行中
08/26-09/01,,业务部Lina,平面更新，做估算，客户预算50-60万,1.0,GS240060-BJ26,康美电业泰禾文化大厦办公室改造项目,50.0,,,0.0,进行中
09/02-09/08,,业务部Lina,平面更新，做估算，客户预算50-60万,0.1,GS240060-BJ26,康美电业泰禾文化大厦办公室改造项目,500.0,,,0.0,进行中
09/09-09/15,2. 设计阶段,业务部Lina,平面更新，做估算，客户预算50-60万,0.1,GS240060-BJ26,康美电业泰禾文化大厦办公室改造项目,500.0,,,0.0,进行中
09/16-09/22,1. 投标阶段,业务部Lina,平面更新，做估算，客户预算50-60万,0.1,GS240060-BJ26,康美电业泰禾文化大厦办公室改造项目,500.0,,,0.0,进行中
09/23-09/29,1. 投标阶段,业务部Lina,平面更新，做估算，客户预算50-60万,0.1,GS240060-BJ26,康美电业泰禾文化大厦办公室改造项目,500.0,,,0.0,进行中
07/29-08/04,,业务部Lina,找三家设计院走投标流程,2.0,GS240067-BJ33,北京BJ中信集团18层办公室设计项目,100.0,,,0.0,进行中
08/05-08/11,,业务部Lina,找三家设计院走投标流程,4.0,GS240067-BJ33,北京BJ中信集团18层办公室设计项目,50.0,,,0.0,进行中
08/05-08/11,,预算部,设计投标阶段(5h),5.0,GS240067-BJ33,北京BJ中信集团18层办公室设计项目,120.0,,,0.0,进行中
08/05-08/11,,预算部,投标阶段（8h）,8.0,GS240067-BJ33,北京BJ中信集团18层办公室设计项目,75.0,,,0.0,进行中
08/05-08/11,,预算部,投标报价阶段（21h）,21.0,GS240067-BJ33,北京BJ中信集团18层办公室设计项目,28.57142857142857,,,0.0,进行中
08/12-08/18,,业务部Lina,找三家设计院走投标流程,4.0,GS240067-BJ33,北京BJ中信集团18层办公室设计项目,50.0,,,0.0,进行中
08/12-08/18,,预算部,设计投标阶段（11h）,11.0,GS240067-BJ33,北京BJ中信集团18层办公室设计项目,54.54545454545454,,,0.0,进行中
08/12-08/18,,预算部,投标阶段（7h）,7.0,GS240067-BJ33,北京BJ中信集团18层办公室设计项目,85.71428571428571,,,0.0,进行中
08/19-08/25,,业务部Lina,找三家设计院走投标流程,3.0,GS240067-BJ33,北京BJ中信集团18层办公室设计项目,66.66666666666666,,,0.0,进行中
08/19-08/25,,预算部,投标阶段（0.5h）,0.5,GS240067-BJ33,北京BJ中信集团18层办公室设计项目,1200.0,,,0.0,进行中
08/19-08/25,,预算部,设计项目（2h),2.0,GS240067-BJ33,北京BJ中信集团18层办公室设计项目,300.0,,,0.0,进行中
08/26-09/01,,业务部Lina,合同流程中，指定消防（三方协议）,2.0,GS240067-BJ33,北京BJ中信集团18层办公室设计项目,100.0,,,0.0,进行中
09/02-09/08,,业务部Lina,合同流程中，指定消防（三方协议）,1.0,GS240067-BJ33,北京BJ中信集团18层办公室设计项目,200.0,,,0.0,进行中
09/09-09/15,2. 设计阶段,业务部Lina,合同流程中，指定消防（三方协议）,2.0,GS240067-BJ33,北京BJ中信集团18层办公室设计项目,100.0,,,0.0,进行中
09/09-09/15,2. 设计阶段,预算部,设计阶段1、设计合同三方盖章2、消防合同三方盖章,5.0,GS240067-BJ33,北京BJ中信集团18层办公室设计项目,120.0,,,0.0,进行中
09/16-09/22,1. 投标阶段,业务部Lina,合同流程中，指定消防（三方协议）,1.0,GS240067-BJ33,北京BJ中信集团18层办公室设计项目,200.0,,,0.0,进行中
09/23-09/29,2. 设计阶段,业务部Lina,效果方案中，施工单位已明确，施工无,0.5,GS240067-BJ33,北京BJ中信集团18层办公室设计项目,400.0,,,0.0,进行中
07/29-08/04,,业务部Lina,待学校核算完结构，明确方向,1.0,GS240072-BJ36,西安工商学院工程楼设计项目,10.0,,,0.0,进行中
08/05-08/11,,业务部Lina,待学校核算完结构，明确方向,0.5,GS240072-BJ36,西安工商学院工程楼设计项目,20.0,,,0.0,进行中
08/12-08/18,,业务部Lina,待学校核算完结构，明确方向,0.5,GS240072-BJ36,西安工商学院工程楼设计项目,20.0,,,0.0,进行中
09/02-09/08,,业务部Lina,待学校核算完结构，明确方向,0.0,GS240072-BJ36,西安工商学院工程楼设计项目,inf,,,0.0,进行中
09/09-09/15,2. 设计阶段,业务部Lina,待学校核算完结构，明确方向,0.1,GS240072-BJ36,西安工商学院工程楼设计项目,100.0,,,0.0,进行中
09/16-09/22,1. 投标阶段,业务部Lina,待学校核算完结构，明确方向,0.1,GS240072-BJ36,西安工商学院工程楼设计项目,100.0,,,0.0,进行中
09/23-09/29,1. 投标阶段,业务部Lina,待学校核算完结构，明确方向,0.1,GS240072-BJ36,西安工商学院工程楼设计项目,100.0,,,0.0,进行中
07/29-08/04,,业务部Lina,俄罗斯提出相关问题，给俄罗斯做市场价格分析,8.0,GS240074-BJ37,北京利生体育用品商厦大楼改造项目,62.5,,,0.0,进行中
08/05-08/11,,业务部Lina,俄罗斯提出相关问题，给俄罗斯做市场价格分析,6.0,GS240074-BJ37,北京利生体育用品商厦大楼改造项目,83.33333333333334,,,0.0,进行中
08/12-08/18,,业务部Lina,俄罗斯提出相关问题，给俄罗斯做市场价格分析,2.0,GS240074-BJ37,北京利生体育用品商厦大楼改造项目,250.0,,,0.0,进行中
08/19-08/25,,业务部Lina,俄罗斯提出相关问题，给俄罗斯做市场价格分析,6.0,GS240074-BJ37,北京利生体育用品商厦大楼改造项目,83.33333333333334,,,0.0,进行中
08/26-09/01,,业务部Lina,做项目建议书，启动项目建议方案,5.0,GS240074-BJ37,北京利生体育用品商厦大楼改造项目,100.0,,,0.0,进行中
09/02-09/08,,业务部Lina,做项目建议书，启动项目建议方案,4.0,GS240074-BJ37,北京利生体育用品商厦大楼改造项目,125.0,,,0.0,进行中
09/09-09/15,,业务部Lina,做项目建议书，启动项目建议方案,5.0,GS240074-BJ37,北京利生体育用品商厦大楼改造项目,100.0,,,0.0,进行中
09/16-09/22,1. 投标阶段,业务部Lina,做项目建议书，启动项目建议方案,2.0,GS240074-BJ37,北京利生体育用品商厦大楼改造项目,250.0,,,0.0,进行中
09/23-09/29,1. 投标阶段,业务部Lina,做项目建议书，启动项目建议方案,2.0,GS240074-BJ37,北京利生体育用品商厦大楼改造项目,250.0,,,0.0,进行中
07/29-08/04,,业务部Lina,立项跟踪,0.0,GS240075-BJ38,新中国儿童商店改造项目,inf,,,0.0,进行中
08/05-08/11,,业务部Lina,立项跟踪,0.0,GS240075-BJ38,新中国儿童商店改造项目,inf,,,0.0,进行中
08/12-08/18,,业务部Lina,立项跟踪,0.1,GS240075-BJ38,新中国儿童商店改造项目,100.0,,,0.0,进行中
08/19-08/25,,业务部Lina,立项跟踪,0.1,GS240075-BJ38,新中国儿童商店改造项目,100.0,,,0.0,进行中
08/26-09/01,,业务部Lina,立项跟踪,0.1,GS240075-BJ38,新中国儿童商店改造项目,100.0,,,0.0,进行中
09/02-09/08,,业务部Lina,立项跟踪,0.1,GS240075-BJ38,新中国儿童商店改造项目,100.0,,,0.0,进行中
09/09-09/15,1. 投标阶段,业务部Lina,立项跟踪,0.1,GS240075-BJ38,新中国儿童商店改造项目,100.0,,,0.0,进行中
09/16-09/22,1. 投标阶段,业务部Lina,立项跟踪,0.1,GS240075-BJ38,新中国儿童商店改造项目,100.0,,,0.0,进行中
09/23-09/29,1. 投标阶段,业务部Lina,立项跟踪,0.1,GS240075-BJ38,新中国儿童商店改造项目,100.0,,,0.0,进行中
07/29-08/04,,业务部Tina,平面图及施工图及沟通现场情况,14.0,ISS24121-XA07,西安浐灞区前海人寿大厦15层15011503单元BANK中行业务ODC场地扩建项目,100.0,,,0.0,
07/29-08/04,,预算部,项目前期平面图纸概算阶段（8小时）,8.0,ISS24121-XA07,西安浐灞区前海人寿大厦15层15011503单元BANK中行业务ODC场地扩建项目,100.0,,,0.0,
08/05-08/11,,IT部,沟通需求，绘制图纸并发出。,9.0,ISS24121-XA07,西安浐灞区前海人寿大厦15层15011503单元BANK中行业务ODC场地扩建项目,100.0,,,0.0,
08/05-08/11,,机电部,水暖电专业施工图纸,34.0,ISS24121-XA07,西安浐灞区前海人寿大厦15层15011503单元BANK中行业务ODC场地扩建项目,60.29411764705882,,,0.0,
08/05-08/11,,业务部Tina,输出西安灞桥装饰施工图及协调汇总全全业施工图,16.0,ISS24121-XA07,西安浐灞区前海人寿大厦15层15011503单元BANK中行业务ODC场地扩建项目,87.5,,,0.0,
08/12-08/18,,机电部,图纸调整,7.0,ISS24121-XA07,西安浐灞区前海人寿大厦15层15011503单元BANK中行业务ODC场地扩建项目,292.85714285714283,,,0.0,
08/12-08/18,,业务部Tina,施工图调整,4.0,ISS24121-XA07,西安浐灞区前海人寿大厦15层15011503单元BANK中行业务ODC场地扩建项目,350.0,,,0.0,
07/29-08/04,,业务部Tina,1、图纸输出-北京海淀软通总部大楼5层高管区域楼梯地砖维修改造项目,5.0,,北京软通,120.0,,,,
07/29-08/04,,业务部Tina,修直播间空调漏水,6.0,,北京软通,100.0,,,,
07/29-08/04,,业务部Tina,装数据中心机柜锁,3.0,,北京软通,200.0,,,,
07/29-08/04,,业务部Tina,楼顶装监控，,11.0,,北京软通,54.54545454545454,,,,
07/29-08/04,,业务部Tina,楼顶，508做防水,10.0,,北京软通,60.0,,,,
08/05-08/11,,业务部Tina,环保科技园检查机房空调,6.0,,北京软通,100.0,,,,
08/05-08/11,,业务部Tina,软通301 拆椅子,9.0,,北京软通,66.66666666666666,,,,
08/05-08/11,,业务部Tina,楼顶换LOGO灯电源,3.0,,北京软通,200.0,,,,
08/05-08/11,,业务部Tina,修北门闸机刷卡器故障,3.0,,北京软通,200.0,,,,
08/05-08/11,,业务部Tina,员工大厅修漏水,5.0,,北京软通,120.0,,,,
08/05-08/11,,业务部Tina,一层实验室加装空调,19.0,,北京软通,31.57894736842105,,,,
08/05-08/11,,业务部Tina,商务餐厅空调室外机加装护栏,5.0,,北京软通,120.0,,,,
08/05-08/11,,业务部Tina,换一层北面外墙玻璃,6.0,,北京软通,100.0,,,,
08/05-08/11,,预算部,项目前期平面图纸概算阶段（3h）,3.0,,北京软通,58.333333333333336,,,,
08/12-08/18,,业务部Tina,维修改造,5.0,,北京软通,120.0,,,,
08/12-08/18,,业务部Tina,跟软通定五层工位玻璃,6.0,,北京软通,100.0,,,,
08/12-08/18,,业务部Tina,软通一层人性机器人实验室改造,45.0,,北京软通,13.333333333333334,,,,
08/12-08/18,,业务部Tina,环保园门禁升级改造施工,18.0,,北京软通,33.33333333333333,,,,
08/12-08/18,,业务部Tina,软通五层换工位玻璃,5.0,,北京软通,120.0,,,,
08/12-08/18,,业务部Tina,软通咖啡厅加装强电插座,4.0,,北京软通,150.0,,,,
08/12-08/18,,业务部Tina,北京软通一层展厅 家具询价及输出家具概算,10.0,,北京软通,60.0,,,,
08/12-08/18,,预算部,维修报价（1.5h),1.5,,北京软通,116.66666666666669,,,,
08/19-08/25,,业务部Tina,软通数字山谷修网线不通,2.0,,北京软通,300.0,,,,
08/19-08/25,,业务部Tina,协调安排更换家具屏风玻璃的下单及更换及报价单,4.0,,北京软通,150.0,,,,
08/19-08/25,,业务部Tina,软通一层人型实验室施工,54.0,,北京软通,11.11111111111111,,,,
08/19-08/25,,预算部,施工图纸报价阶段（1h),1.0,,北京软通,175.0,,,,
08/26-09/01,,业务部Tina,一层报告厅修条型灯,2.0,,北京软通,300.0,,,,
08/26-09/01,,业务部Tina,面试间修门牌灯,2.0,,北京软通,300.0,,,,
08/26-09/01,,业务部Tina,换员工大厅提升泵,5.0,,北京软通,120.0,,,,
08/26-09/01,,业务部Tina,五层高管间修漏水,10.0,,北京软通,60.0,,,,
08/26-09/01,,业务部Tina,修漏水,11.0,,北京软通,54.54545454545454,,,,
09/02-09/08,,业务部Tina,查餐厅后厨风机故障,8.0,,北京软通,75.0,,,,
09/02-09/08,,业务部Tina,员工大厅修饮水机漏水,6.0,,北京软通,100.0,,,,
09/02-09/08,,业务部Tina,大堂南闸机刷卡器故障,6.0,,北京软通,100.0,,,,
09/02-09/08,,业务部Tina,四层中行修监控,9.0,,北京软通,66.66666666666666,,,,
09/09-09/15,,业务部Tina,在软通总部找家具运到金尚,8.0,,北京软通,75.0,,,,
09/09-09/15,,业务部Tina,装家具运到金尚,8.0,,北京软通,75.0,,,,
09/09-09/15,,业务部Tina,跟软通定五层高管办公区玻璃白板,3.0,,北京软通,200.0,,,,
09/09-09/15,,业务部Tina,装车拉柜子去金尚,8.0,,北京软通,75.0,,,,
09/09-09/15,,业务部Tina,装五层高管办公区玻璃白板,8.0,,北京软通,75.0,,,,
09/09-09/15,,业务部Tina,修508会议室插座,8.0,,北京软通,75.0,,,,
09/16-09/22,,业务部Tina,改三层滴滴门禁电源,8.0,,北京软通,75.0,,,,
09/16-09/22,,业务部Tina,给胡月找家具,8.0,,北京软通,75.0,,,,
09/16-09/22,,业务部Tina,换面试区门牌灯两个,8.0,,北京软通,75.0,,,,
09/23-09/29,,业务部Tina,修一层大堂九连屏,5.0,,北京软通,120.0,,,,
09/23-09/29,,业务部Tina,对接301投影仪架子,5.0,,北京软通,120.0,,,,
09/23-09/29,,业务部Tina,一层人型实验室喷淋改造,8.0,,北京软通,75.0,,,,
09/23-09/29,,预算部,两个软通北京维修报价,2.0,,北京软通,87.5,,,,
07/29-08/04,,业务部Tina,项目施工管理,5.0,,成都软通,100.0,,,,
08/26-09/01,,预算部,项目前期平面图纸概算阶段（3h）,3.0,,成都软通,83.33333333333334,,,,
09/02-09/08,,预算部,项目前期平面图纸概算阶段（2h),2.0,,成都软通,125.0,,,,
07/29-08/04,,业务部Tina,1、施工图纸调整并输出-南京雨花区怡化大厦B座3层307-309单元MAG华为业务场地新建项目,10.0,,南京软通,80.0,,,,
07/29-08/04,,业务部Tina,项目施工管理,10.0,,南京软通,80.0,,,,
08/05-08/11,,业务部Tina,1、施工图纸调整,2.0,,南京软通,400.0,,,,
08/05-08/11,,业务部Tina,维修改造推进,16.0,,南京软通,50.0,,,,
08/19-08/25,,业务部Tina,输出南京雨花怡华4层开放区改黄区平面方案,6.0,,南京软通,133.33333333333331,,,,
08/26-09/01,,业务部Tina,现场施工,8.0,,南京软通,100.0,,,,
09/09-09/15,,业务部Tina,现场施工,8.0,,南京软通,100.0,,,,
09/16-09/22,,业务部Tina,现场施工,4.0,,南京软通,200.0,,,,
09/23-09/29,,业务部Tina,南京江宁区德融科创中心3#4#号 输出家具概算清单,3.0,,南京软通,266.66666666666663,,,,
07/29-08/04,,业务部Tina,输出竣工图及洽商图纸-武汉场地，成都场地，南京场地,6.0,,全国软通,191.66666666666669,,,,
07/29-08/04,,业务部Tina,项目结算进度跟进，洽商整理跟进签字流程，准备盖章文件,30.0,,全国软通,38.333333333333336,,,,
07/29-08/04,,业务部Tina,小维修跟进安排,11.0,,全国软通,104.54545454545456,,,,
07/29-08/04,,业务部Tina,济南项目管理，西安项目管理，深圳东莞项目管理,50.0,,全国软通,23.0,,,,
07/29-08/04,,业务部Tina,处理相关项目邮件，推进各项目进度，解决客户、审计单位相关项目问题及各部门沟通衔接。,39.0,,全国软通,29.48717948717949,,,,
07/29-08/04,,业务部Tina,,6.0,,全国软通,191.66666666666669,,,,
08/05-08/11,,业务部Tina,1、施工图纸输出（杭州、长沙）；2、施工图纸调整（合肥）,12.0,,全国软通,95.83333333333334,,,,
08/05-08/11,,业务部Tina,处理项目邮件，申请项目补充协议流程，解决客户、审计相关项目问题及各部门沟通衔接。,36.0,,全国软通,31.944444444444443,,,,
08/05-08/11,,业务部Tina,结算资料整理输出提交，签署验收单,38.5,,全国软通,29.87012987012987,,,,
